{'task_id': 1, '符合数': 49, '不违规数': 14, '通过数': 14, '文本风险': 0}
{'task_id': 20, '符合数': 46, '不违规数': 11, '通过数': 11, '文本风险': 0}

{'task_id': 21, '符合数': 30, '不违规数': 23, '通过数': 14, '文本风险': 0}
{'task_id': 21, '符合数': 22, '不违规数': 23, '通过数': 7, '文本风险': 0}

{'task_id': 22, '符合数': 49, '不违规数': 8, '通过数': 8, '文本风险': 0}
{'task_id': 22, '符合数': 45, '不违规数': 10, '通过数': 9, '文本风险': 0}

{'task_id': 23, '符合数': 43, '不违规数': 14, '通过数': 11, '文本风险': 0}
{'task_id': 23, '符合数': 44, '不违规数': 19, '通过数': 15, '文本风险': 0}

{'task_id': 24, '符合数': 29, '不违规数': 6, '通过数': 4, '文本风险': 0}
{'task_id': 24, '符合数': 24, '不违规数': 9, '通过数': 4, '文本风险': 0}

{'task_id': 25, '符合数': 40, '不违规数': 10, '通过数': 7, '文本风险': 0}
{'task_id': 25, '符合数': 39, '不违规数': 6, '通过数': 6, '文本风险': 0}

{'task_id': 26, '符合数': 47, '不违规数': 11, '通过数': 10, '文本风险': 0}
{'task_id': 26, '符合数': 46, '不违规数': 0, '通过数': 0, '文本风险': 0}

{'task_id': 27, '符合数': 19, '不违规数': 21, '通过数': 9, '文本风险': 0}
{'task_id': 27, '符合数': 13, '不违规数': 19, '通过数': 3, '文本风险': 0}

{'task_id': 28, '符合数': 48, '不违规数': 8, '通过数': 7, '文本风险': 1}
{'task_id': 28, '符合数': 47, '不违规数': 12, '通过数': 12, '文本风险': 1}

{'task_id': 29, '符合数': 50, '不违规数': 5, '通过数': 5, '文本风险': 0}
{'task_id': 29, '符合数': 50, '不违规数': 7, '通过数': 7, '文本风险': 0}

{'task_id': 30, '符合数': 45, '不违规数': 16, '通过数': 14, '文本风险': 0}
{'task_id': 30, '符合数': 33, '不违规数': 21, '通过数': 12, '文本风险': 0}

{'task_id': 31, '符合数': 43, '不违规数': 14, '通过数': 11, '文本风险': 0}
{'task_id': 31, '符合数': 43, '不违规数': 14, '通过数': 12, '文本风险': 0}

{'task_id': 32, '符合数': 48, '不违规数': 4, '通过数': 4, '文本风险': 0}
{'task_id': 32, '符合数': 48, '不违规数': 12, '通过数': 12, '文本风险': 0}

{'task_id': 33, '符合数': 39, '不违规数': 9, '通过数': 7, '文本风险': 0}
{'task_id': 33, '符合数': 41, '不违规数': 7, '通过数': 5, '文本风险': 0}

{'task_id': 34, '符合数': 46, '不违规数': 16, '通过数': 15, '文本风险': 0}
{'task_id': 34, '符合数': 44, '不违规数': 16, '通过数': 14, '文本风险': 0}

{'task_id': 35, '符合数': 46, '不违规数': 7, '通过数': 7, '文本风险': 0}
{'task_id': 35, '符合数': 46, '不违规数': 4, '通过数': 4, '文本风险': 0}

{'task_id': 36, '符合数': 38, '不违规数': 9, '通过数': 5, '文本风险': 0}
{'task_id': 36, '符合数': 22, '不违规数': 22, '通过数': 8, '文本风险': 0}

{'task_id': 37, '符合数': 28, '不违规数': 28, '通过数': 18, '文本风险': 0}
{'task_id': 37, '符合数': 30, '不违规数': 23, '通过数': 15, '文本风险': 0}

{'task_id': 38, '符合数': 46, '不违规数': 20, '通过数': 18, '文本风险': 0}
{'task_id': 38, '符合数': 38, '不违规数': 21, '通过数': 18, '文本风险': 0}

{'task_id': 39, '符合数': 47, '不违规数': 29, '通过数': 27, '文本风险': 0}
{'task_id': 39, '符合数': 45, '不违规数': 27, '通过数': 26, '文本风险': 0}

{'task_id': 40, '符合数': 50, '不违规数': 14, '通过数': 14, '文本风险': 0}
{'task_id': 40, '符合数': 49, '不违规数': 15, '通过数': 15, '文本风险': 0}

{'task_id': 41, '符合数': 26, '不违规数': 10, '通过数': 3, '文本风险': 0}
{'task_id': 41, '符合数': 29, '不违规数': 10, '通过数': 7, '文本风险': 0}

{'task_id': 42, '符合数': 28, '不违规数': 7, '通过数': 5, '文本风险': 0}
{'task_id': 42, '符合数': 29, '不违规数': 12, '通过数': 8, '文本风险': 0}

{'task_id': 43, '符合数': 37, '不违规数': 7, '通过数': 4, '文本风险': 0}
{'task_id': 43, '符合数': 36, '不违规数': 8, '通过数': 4, '文本风险': 0}

{'task_id': 44, '符合数': 26, '不违规数': 9, '通过数': 5, '文本风险': 0}
{'task_id': 44, '符合数': 26, '不违规数': 18, '通过数': 8, '文本风险': 0}

{'task_id': 45, '符合数': 29, '不违规数': 27, '通过数': 16, '文本风险': 0}
{'task_id': 45, '符合数': 28, '不违规数': 29, '通过数': 19, '文本风险': 0}

{'task_id': 46, '符合数': 49, '不违规数': 35, '通过数': 34, '文本风险': 0}
{'task_id': 46, '符合数': 48, '不违规数': 33, '通过数': 31, '文本风险': 0}

{'task_id': 47, '符合数': 29, '不违规数': 23, '通过数': 12, '文本风险': 0}
{'task_id': 47, '符合数': 13, '不违规数': 30, '通过数': 7, '文本风险': 0}

{'task_id': 48, '符合数': 48, '不违规数': 17, '通过数': 17, '文本风险': 0}
{'task_id': 48, '符合数': 49, '不违规数': 23, '通过数': 23, '文本风险': 0}

{'task_id': 49, '符合数': 34, '不违规数': 19, '通过数': 15, '文本风险': 0}
{'task_id': 49, '符合数': 43, '不违规数': 21, '通过数': 18, '文本风险': 0}

{'task_id': 50, '符合数': 49, '不违规数': 8, '通过数': 8, '文本风险': 0}
{'task_id': 50, '符合数': 47, '不违规数': 12, '通过数': 10, '文本风险': 0}

{'task_id': 51, '符合数': 24, '不违规数': 13, '通过数': 6, '文本风险': 0}
{'task_id': 51, '符合数': 20, '不违规数': 20, '通过数': 7, '文本风险': 0}

{'task_id': 52, '符合数': 43, '不违规数': 11, '通过数': 7, '文本风险': 0}
{'task_id': 52, '符合数': 33, '不违规数': 23, '通过数': 12, '文本风险': 0}

{'task_id': 53, '符合数': 46, '不违规数': 11, '通过数': 10, '文本风险': 0}
{'task_id': 53, '符合数': 42, '不违规数': 8, '通过数': 6, '文本风险': 0}

{'task_id': 54, '符合数': 49, '不违规数': 5, '通过数': 5, '文本风险': 0}
{'task_id': 54, '符合数': 43, '不违规数': 3, '通过数': 3, '文本风险': 0}

{'task_id': 55, '符合数': 39, '不违规数': 17, '通过数': 15, '文本风险': 0}
{'task_id': 55, '符合数': 38, '不违规数': 30, '通过数': 23, '文本风险': 0}

{'task_id': 56, '符合数': 41, '不违规数': 22, '通过数': 17, '文本风险': 0}
{'task_id': 56, '符合数': 44, '不违规数': 25, '通过数': 22, '文本风险': 0}

{'task_id': 57, '符合数': 38, '不违规数': 19, '通过数': 12, '文本风险': 0}
{'task_id': 57, '符合数': 31, '不违规数': 35, '通过数': 21, '文本风险': 0}

{'task_id': 58, '符合数': 33, '不违规数': 25, '通过数': 17, '文本风险': 0}
{'task_id': 58, '符合数': 28, '不违规数': 24, '通过数': 12, '文本风险': 0}

{'task_id': 59, '符合数': 33, '不违规数': 21, '通过数': 11, '文本风险': 0}
{'task_id': 59, '符合数': 41, '不违规数': 22, '通过数': 17, '文本风险': 0}

{'task_id': 60, '符合数': 37, '不违规数': 24, '通过数': 18, '文本风险': 0}
{'task_id': 60, '符合数': 17, '不违规数': 25, '通过数': 7, '文本风险': 0}

{'task_id': 61, '符合数': 42, '不违规数': 12, '通过数': 11, '文本风险': 0}
{'task_id': 61, '符合数': 33, '不违规数': 25, '通过数': 17, '文本风险': 0}

{'task_id': 62, '符合数': 48, '不违规数': 30, '通过数': 29, '文本风险': 0}
{'task_id': 62, '符合数': 49, '不违规数': 38, '通过数': 37, '文本风险': 0}

{'task_id': 63, '符合数': 21, '不违规数': 11, '通过数': 5, '文本风险': 0}
{'task_id': 63, '符合数': 34, '不违规数': 17, '通过数': 12, '文本风险': 0}

{'task_id': 64, '符合数': 46, '不违规数': 25, '通过数': 24, '文本风险': 0}
{'task_id': 64, '符合数': 46, '不违规数': 23, '通过数': 21, '文本风险': 0}

{'task_id': 65, '符合数': 47, '不违规数': 3, '通过数': 3, '文本风险': 0}
{'task_id': 65, '符合数': 49, '不违规数': 7, '通过数': 6, '文本风险': 0}

{'task_id': 66, '符合数': 39, '不违规数': 15, '通过数': 9, '文本风险': 0}
{'task_id': 66, '符合数': 34, '不违规数': 21, '通过数': 15, '文本风险': 0}

{'task_id': 67, '符合数': 39, '不违规数': 7, '通过数': 6, '文本风险': 0}
{'task_id': 67, '符合数': 41, '不违规数': 12, '通过数': 10, '文本风险': 0}

{'task_id': 68, '符合数': 45, '不违规数': 34, '通过数': 30, '文本风险': 0}
{'task_id': 68, '符合数': 46, '不违规数': 29, '通过数': 27, '文本风险': 0}

{'task_id': 69, '符合数': 44, '不违规数': 18, '通过数': 15, '文本风险': 0}
{'task_id': 69, '符合数': 42, '不违规数': 16, '通过数': 14, '文本风险': 0}

{'task_id': 70, '符合数': 40, '不违规数': 23, '通过数': 17, '文本风险': 0}
{'task_id': 70, '符合数': 29, '不违规数': 23, '通过数': 10, '文本风险': 0}

{'task_id': 71, '符合数': 30, '不违规数': 9, '通过数': 4, '文本风险': 0}
{'task_id': 71, '符合数': 31, '不违规数': 15, '通过数': 7, '文本风险': 0}

{'task_id': 72, '符合数': 38, '不违规数': 11, '通过数': 7, '文本风险': 0}
{'task_id': 72, '符合数': 39, '不违规数': 21, '通过数': 17, '文本风险': 0}

{'task_id': 73, '符合数': 45, '不违规数': 17, '通过数': 17, '文本风险': 0}
{'task_id': 73, '符合数': 44, '不违规数': 11, '通过数': 10, '文本风险': 0}

{'task_id': 74, '符合数': 29, '不违规数': 22, '通过数': 11, '文本风险': 0}
{'task_id': 74, '符合数': 31, '不违规数': 15, '通过数': 10, '文本风险': 0}

{'task_id': 75, '符合数': 45, '不违规数': 13, '通过数': 13, '文本风险': 0}
{'task_id': 75, '符合数': 39, '不违规数': 15, '通过数': 13, '文本风险': 0}

{'task_id': 76, '符合数': 32, '不违规数': 31, '通过数': 20, '文本风险': 0}
{'task_id': 76, '符合数': 37, '不违规数': 33, '通过数': 26, '文本风险': 0}

{'task_id': 77, '符合数': 42, '不违规数': 12, '通过数': 10, '文本风险': 0}
{'task_id': 77, '符合数': 47, '不违规数': 5, '通过数': 4, '文本风险': 0}

{'task_id': 78, '符合数': 48, '不违规数': 21, '通过数': 19, '文本风险': 0}
{'task_id': 78, '符合数': 45, '不违规数': 24, '通过数': 22, '文本风险': 0}

{'task_id': 79, '符合数': 38, '不违规数': 31, '通过数': 22, '文本风险': 0}
{'task_id': 79, '符合数': 35, '不违规数': 34, '通过数': 22, '文本风险': 0}

{'task_id': 80, '符合数': 42, '不违规数': 24, '通过数': 21, '文本风险': 0}
{'task_id': 80, '符合数': 43, '不违规数': 29, '通过数': 26, '文本风险': 0}

{'task_id': 81, '符合数': 50, '不违规数': 5, '通过数': 5, '文本风险': 0}
{'task_id': 81, '符合数': 50, '不违规数': 13, '通过数': 13, '文本风险': 0}

{'task_id': 82, '符合数': 41, '不违规数': 22, '通过数': 19, '文本风险': 0}
{'task_id': 82, '符合数': 38, '不违规数': 16, '通过数': 11, '文本风险': 0}

{'task_id': 83, '符合数': 40, '不违规数': 21, '通过数': 15, '文本风险': 0}
{'task_id': 83, '符合数': 42, '不违规数': 19, '通过数': 13, '文本风险': 0}

{'task_id': 84, '符合数': 43, '不违规数': 11, '通过数': 10, '文本风险': 0}
{'task_id': 84, '符合数': 47, '不违规数': 18, '通过数': 16, '文本风险': 0}

{'task_id': 85, '符合数': 50, '不违规数': 24, '通过数': 24, '文本风险': 0}
{'task_id': 85, '符合数': 47, '不违规数': 20, '通过数': 19, '文本风险': 0}

{'task_id': 86, '符合数': 44, '不违规数': 14, '通过数': 13, '文本风险': 0}
{'task_id': 86, '符合数': 28, '不违规数': 21, '通过数': 11, '文本风险': 0}

{'task_id': 87, '符合数': 40, '不违规数': 13, '通过数': 10, '文本风险': 0}
{'task_id': 87, '符合数': 32, '不违规数': 16, '通过数': 11, '文本风险': 0}

{'task_id': 88, '符合数': 44, '不违规数': 24, '通过数': 20, '文本风险': 0}
{'task_id': 88, '符合数': 47, '不违规数': 30, '通过数': 28, '文本风险': 0}

{'task_id': 89, '符合数': 39, '不违规数': 7, '通过数': 6, '文本风险': 0}
{'task_id': 89, '符合数': 36, '不违规数': 5, '通过数': 2, '文本风险': 0}

{'task_id': 90, '符合数': 48, '不违规数': 24, '通过数': 23, '文本风险': 0}
{'task_id': 90, '符合数': 45, '不违规数': 32, '通过数': 29, '文本风险': 0}

{'task_id': 91, '符合数': 15, '不违规数': 26, '通过数': 6, '文本风险': 0}
{'task_id': 91, '符合数': 29, '不违规数': 33, '通过数': 18, '文本风险': 0}

{'task_id': 92, '符合数': 30, '不违规数': 19, '通过数': 12, '文本风险': 0}
{'task_id': 92, '符合数': 24, '不违规数': 28, '通过数': 11, '文本风险': 0}

{'task_id': 93, '符合数': 30, '不违规数': 11, '通过数': 6, '文本风险': 0}
{'task_id': 93, '符合数': 35, '不违规数': 10, '通过数': 6, '文本风险': 0}

{'task_id': 94, '符合数': 17, '不违规数': 28, '通过数': 9, '文本风险': 0}
{'task_id': 94, '符合数': 22, '不违规数': 29, '通过数': 12, '文本风险': 0}

{'task_id': 95, '符合数': 44, '不违规数': 15, '通过数': 14, '文本风险': 0}
{'task_id': 95, '符合数': 43, '不违规数': 20, '通过数': 16, '文本风险': 0}

{'task_id': 96, '符合数': 48, '不违规数': 29, '通过数': 29, '文本风险': 0}
{'task_id': 96, '符合数': 46, '不违规数': 35, '通过数': 32, '文本风险': 0}

{'task_id': 97, '符合数': 40, '不违规数': 23, '通过数': 19, '文本风险': 0}
{'task_id': 97, '符合数': 16, '不违规数': 32, '通过数': 7, '文本风险': 0}

{'task_id': 98, '符合数': 48, '不违规数': 24, '通过数': 23, '文本风险': 0}
{'task_id': 98, '符合数': 46, '不违规数': 23, '通过数': 22, '文本风险': 0}

{'task_id': 99, '符合数': 46, '不违规数': 13, '通过数': 12, '文本风险': 0}
{'task_id': 99, '符合数': 40, '不违规数': 17, '通过数': 13, '文本风险': 0}

{'task_id': 100, '符合数': 20, '不违规数': 22, '通过数': 10, '文本风险': 0}
{'task_id': 100, '符合数': 32, '不违规数': 27, '通过数': 15, '文本风险': 0}

